Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Tanzania,TZA,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,63.315,63.369,63.654,65.286,67.245,70.805,74.826,78.15,82.671,85.428,,90.005,92.265,95.096,,,98.823,98.043,97.798,97.256,97.076,96.67,95.823,96.104,96.887,97.241,97.703,97.907,,,,,,,,,,,,,97.56,,99.669,
Uganda,UGA,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,65.006,67.73,68.457,69.14,70.876,,72.495,72.255,,,,79.912,,,,77.823,,76.519,,89.777,,,86.455,,,92.451,94.679,96.712,96.284,96.622,97.1,98.058,97.897,98.398,98.322,,,,
Ukraine,UKR,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.3,104.333,,,,,102.519,100.791,99.593,100.506,99.987,99.114,94.791,98.924,99.718,98.854,98.682,98.628,98.531,99.208,
Upper middle income,UMC,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,80.943,80.449,79.913,79.484,79.562,84.368,86.427,87.007,87.492,87.012,86.774,85.956,85.33,85.292,85.705,86.049,87.356,88.333,88.906,89.638,90.379,91.147,92.078,92.632,93.948,94.95,95.75,96.388,97.149,97.806,98.329,98.848,99.042,99.467,100.182,100.897,101.367,101.673,101.969,102.32,101.518,101.683,,
Uruguay,URY,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,101.628,104.9,104.438,105.985,,,,,107.532,102.782,,,,,,,,,,,,,,,106.894,107.459,,,112.047,106.289,105.079,104.936,104.471,105.558,105.545,105.434,105.627,97.886,103.881,103.813,104.149,,,
United States,USA,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,100.303,99.817,98.92,99.39,99.48,100.005,99.407,,,99.607,100.013,,99.216,99.491,100.491,99.706,,103.457,,99.879,100.656,100.11,100.296,100.867,100.482,100.212,100.235,99.886,100.907,100.021,100.419,,
Uzbekistan,UZB,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.985,97.999,97.705,97.364,97.376,96.628,97.201,97.502,98.042,98.349,98.735,98.258,97.601,,
St. Vincent and the Grenadines,VCT,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,98.964,102.172,,103.055,105.582,103.925,,,,,,107.652,,104.421,,105.515,106.469,,,,106.577,,,,,,,,,106.268,102.249,101.003,101.007,100.036,101.529,,101.918,99.993,97.898,97.095,95.291,96.222,
"Venezuela, RB",VEN,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,103.068,103.017,103.489,104.313,104.331,,,,,,,,,106.176,106.063,105.647,105.707,105.76,106.089,,105.179,104.61,104.657,,,,,,104.961,104.518,104.027,103.759,103.539,103.323,103.251,102.997,102.563,102.18,101.864,101.863,101.956,102.326,
Virgin Islands (U.S.),VIR,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.824,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,100.702,100.079,,,,,,,,,,,,,,,,,,,,,92.771,,,,,,,,,,,,,,,
Vanuatu,VUT,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,85.788,91.291,91.692,90.765,89.168,90.688,89.444,89.126,89.854,,92.665,91.916,,,,,,,,,,93.055,,,,,,,,95.284,100.717,96.603,97.789,95.17,94.796,,,,,,98.419,,,
West Bank and Gaza,PSE,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.379,98.176,99.536,,101.236,102.31,103.703,103.104,102.872,102.681,102.631,103.77,104.055,104.4,104.323,104.404,106.109,105.363,
World,WLD,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,79.47,79.269,79.096,79.197,79.347,81.767,83.081,83.556,84.017,83.822,83.796,83.578,83.273,83.356,83.269,83.709,84.661,85.333,85.601,85.902,86.26,86.941,87.533,88.056,88.781,89.289,89.731,90.494,91.331,91.834,92.045,92.546,92.84,94.595,94.594,95.1,95.492,95.87,96.535,97.197,97.107,97.193,,
Samoa,WSM,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,102.747,,,,,112.082,103.287,105.462,102.922,104.183,101.859,,,,,,,,,,,,,,,107.146,105.262,,109.156,105.002,106.868,106.648,105.643,106.076,106.048,105.819,106.576,107.098,,105.151,105.473,106.426,104.953,
"Yemen, Rep.",YEM,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.263,,54.784,,60.134,62.239,65.29,,,72.337,,75.046,75.478,76.931,
South Africa,ZAF,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.713,103.431,103.771,,,102.025,,,,102.84,102.187,99.991,100.408,99.745,99.206,99.016,98.752,98.481,98.273,97.916,98.113,,,98.129,
"Congo, Dem. Rep.",COD,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,,55.323,57.49,59.07,61.875,60.875,61.3,62.089,61.913,62.154,63.332,64.553,65.494,66.796,68.162,60.34,60.612,70.484,67.907,,,,69.821,70.628,67.259,66.983,,,,,,,,,,,,73.794,76.175,77.181,78.487,78.553,79.713,
Zambia,ZMB,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,77.228,,78.553,,79.706,,,,,84.235,84.633,85.729,85.626,,,,86.424,,86.664,,,,,,,,,,,,,,,,,,,,,,,,95.199,
Zimbabwe,ZWE,Ratio of girls to boys in primary and secondary education (%),SE.ENR.PRSC.FM.ZS,,,,,,,,,,,81.032,81.72,81.374,81.848,82.795,84.001,84.81,86.391,86.949,87.258,,91.129,90.466,89.902,89.437,89.386,89.753,90.749,91.168,92.184,96.422,92.12,93.77,,,94.041,94.368,,,94.699,94.552,94.978,95.371,96.339,,,,,,,,,,
